Fecha;Hora Movimiento HHMM;Clase de Vuelo;Clasificaci?n Vuelo;Tipo de Movimiento;Origen OACI;Destino OACI;Aerolinea Nombre;Aeronave;Aeronave APC
19/04/2017;01:13;Regular;Cabotaje;Aterrizaje;SAME;SABE;LATAM Argentina;AIRBUS A-320;C
17/07/2017;02:56;Regular;Cabotaje;Despegue;SAME;SAEZ;Austral Líneas Aéreas;EMBRAER E-190;C
05/07/2017;17:20;Regular;Cabotaje;Despegue;SASJ;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
17/07/2016;14:42;Regular;Internacional;Despegue;SABE;SBGR;TAM Linhas Aéreas;AIRBUS A-320;C
08/05/2014;19:31;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADF;SAAR;N/A;CESSNA Citation;B
19/08/2015;17:34;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SASA;SAST;N/A;LEARJET LJ-45;C
12/07/2016;16:18;Regular;Cabotaje;Aterrizaje;SABE;SAZY;Aerolíneas Argentinas;BOEING B-737;C
15/02/2017;13:46;Regular;Internacional;Despegue;SAEZ;SKBO;Aerolíneas Argentinas;AIRBUS A-340;C
15/09/2015;12:37;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SANC;SABE;N/A;PIPER PA-31;A
05/07/2016;21:09;Regular;Cabotaje;Despegue;SABE;SASA;Aerolíneas Argentinas;BOEING B-737;D
08/11/2016;18:43;Regular;Cabotaje;Despegue;SABE;SARI;Aerolíneas Argentinas;BOEING B-737;C
01/11/2016;22:18;Regular;Cabotaje;Aterrizaje;SAVC;SABE;Aerolíneas Argentinas;BOEING B-737;D
20/12/2015;22:43;Regular;Cabotaje;Aterrizaje;SABE;SANT;Aerolíneas Argentinas;BOEING B-737;C
16/05/2016;09:09;Regular;Cabotaje;Despegue;SABE;SAME;Aerolíneas Argentinas;BOEING B-737;C
10/12/2014;17:52;Regular;Cabotaje;Aterrizaje;SAAR;SACO;Austral Líneas Aéreas;EMBRAER E-190;C
20/11/2015;01:48;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SAST;SADF;N/A;BEECHCRAFT BE20;B
21/10/2014;18:20;Regular;Cabotaje;Despegue;SABE;SACO;Aerolíneas Argentinas;BOEING B-737;D
03/05/2017;20:22;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADM;SADM;N/A;CESSNA C-150;A
12/05/2014;22:25;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SABE;SANC;N/A;FAIRCHILD SW4;B
23/03/2017;22:38;Vuelo Privado con Matrícula Extranjera;Cabotaje;Aterrizaje;SACO;SADF;N/A;CESSNA Citation;B
17/10/2015;09:45;Regular;Cabotaje;Despegue;SABE;SANC;Austral Líneas Aéreas;EMBRAER E-190;C
15/02/2016;16:00;Regular;Cabotaje;Aterrizaje;SABE;SAZY;Austral Líneas Aéreas;EMBRAER E-190;C
20/09/2017;15:34;Regular;Cabotaje;Despegue;SABE;SAAP;Austral Líneas Aéreas;EMBRAER E-190;C
03/01/2015;15:08;Regular;Cabotaje;Despegue;SAWH;SAWC;Aerolíneas Argentinas;BOEING B-737;D
10/03/2017;14:25;Regular;Cabotaje;Despegue;SABE;SASA;LATAM Argentina;AIRBUS A-320;C
26/05/2015;01:03;No Regular;Cabotaje;Aterrizaje;SADF;SAAV;N/A;CESSNA Citation;B
10/07/2015;16:07;Regular;Internacional;Despegue;SABE;SCEL;Austral Líneas Aéreas;EMBRAER E-190;C
15/10/2015;13:07;No Regular;Cabotaje;Aterrizaje;SADM;SAAV;N/A;CESSNA C-210;B
12/02/2014;19:26;Regular;Cabotaje;Despegue;SAWC;SAZS;Aerolíneas Argentinas;BOEING B-737;D
07/03/2017;21:58;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SAZN;SAHC;N/A;LEARJET LJ-31;C
19/11/2016;12:05;Regular;Cabotaje;Despegue;SAWH;SABE;Aerolíneas Argentinas;BOEING B-737;D
28/02/2014;13:33;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SADZ;SADL;N/A;CESSNA C-172;A
05/11/2014;23:07;Regular;Cabotaje;Aterrizaje;SANT;SABE;LATAM Argentina;AIRBUS A-320;C
22/07/2017;02:22;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SACO;SACO;N/A;CESSNA C-150;A
14/04/2015;20:16;Regular;Internacional;Despegue;SABE;SUMU;Austral Líneas Aéreas;EMBRAER E-190;C
16/11/2014;11:47;Regular;Internacional;Aterrizaje;LFPG;SAEZ;Air France;BOEING B-777;C
21/01/2017;18:56;Regular;Internacional;Despegue;SABE;SBGR;Gol Transportes Aéreos;BOEING B-737;D
23/03/2015;14:39;Regular;Internacional;Despegue;SABE;SUMU;Austral Líneas Aéreas;EMBRAER E-190;C
13/03/2017;15:15;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADF;SACC;N/A;CESSNA C-210;B
19/10/2014;23:35;Regular;Internacional;Aterrizaje;SBCT;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
04/07/2014;12:58;No Regular;Cabotaje;Aterrizaje;SAVH;SAVC;N/A;DE HAVILLAND CANADA DHC6;A
23/08/2014;23:25;Regular;Cabotaje;Despegue;SASA;SABE;LATAM Argentina;AIRBUS A-320;C
28/07/2015;22:27;Regular;Cabotaje;Despegue;SAZN;SABE;Aerolíneas Argentinas;BOEING B-737;D
24/05/2016;18:15;No Regular;Cabotaje;Aterrizaje;SABE;SARF;N/A;LEARJET LJ-60;C
06/07/2016;18:01;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SAWH;SAWE;N/A;IAI Arava;A
03/09/2015;14:34;Regular;Internacional;Despegue;SABE;SLVR;Aerolíneas Argentinas;BOEING B-737;D
19/12/2015;23:42;Regular;Cabotaje;Despegue;SAZM;SABE;SOL Líneas Aéreas;SAAB SF34;B
27/12/2017;08:46;Regular;Cabotaje;Despegue;SABE;SANT;Aerolíneas Argentinas;BOEING B-737;D
06/02/2015;08:37;Regular;Internacional;Despegue;SAEZ;SBGR;Gol Transportes Aéreos;BOEING B-737;D
21/11/2015;00:20;Regular;Cabotaje;Aterrizaje;SABE;SAVT;Aerolíneas Argentinas;BOEING B-737;C
10/07/2014;15:35;Regular;Cabotaje;Despegue;SAEZ;SABE;LATAM Argentina;AIRBUS A-320;C
26/02/2017;15:42;Regular;Cabotaje;Aterrizaje;SARI;SAAR;Austral Líneas Aéreas;EMBRAER E-190;C
08/11/2017;23:52;Regular;Cabotaje;Despegue;SAWH;SAEZ;Aerolíneas Argentinas;BOEING B-737;C
23/06/2014;01:27;Regular;Internacional;Despegue;SAEZ;SCEL;Sky Airline;AIRBUS A-320;C
06/11/2015;23:34;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SAMR;SADF;N/A;CESSNA C-210;B
11/11/2016;00:09;Regular;Internacional;Despegue;SAEZ;SBGR;Aerolíneas Argentinas;BOEING B-737;C
12/06/2017;09:40;Regular;Cabotaje;Despegue;SABE;SANH;Aerolíneas Argentinas;BOEING B-737;D
15/11/2015;07:39;No Regular;Cabotaje;Aterrizaje;SADF;SAAP;N/A;LEARJET LJ-60;C
11/06/2014;12:34;Regular;Cabotaje;Aterrizaje;SARE;SABE;Aerolíneas Argentinas;BOEING B-737;C
06/06/2016;11:18;Regular;Cabotaje;Despegue;SABE;SANT;LATAM Argentina;AIRBUS A-320;C
17/10/2016;13:47;Regular;Cabotaje;Despegue;SANU;SAZN;Aerolíneas Argentinas;BOEING B-737;D
25/04/2014;00:39;Regular;Cabotaje;Despegue;SAVT;SAEZ;Aerolíneas Argentinas;BOEING B-737;C
29/07/2017;00:55;Regular;Internacional;Despegue;SABE;SGAS;Amaszonas;BOMBARDIER CL-600;C
09/01/2016;06:01;Regular;Cabotaje;Despegue;SAZS;SABE;Aerolíneas Argentinas;BOEING B-737;C
07/03/2014;05:06;Regular;Internacional;Aterrizaje;SBKP;SAEZ;United Parcel Service;BOEING B-767;C
03/08/2017;19:02;Regular;Cabotaje;Aterrizaje;SASJ;SABE;Aerolíneas Argentinas;BOEING B-737;C
24/07/2017;22:11;Regular;Cabotaje;Aterrizaje;SAZS;SABE;LATAM Argentina;AIRBUS A-320;C
20/02/2015;18:33;Regular;Cabotaje;Despegue;SAZM;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
11/04/2017;14:45;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;AR-0193;SADF;N/A;ROBINSON Helicóptero;
20/11/2014;00:06;Regular;Internacional;Aterrizaje;LEMD;SAEZ;Iberia Airlines;AIRBUS A-340;D
01/12/2017;12:44;Regular;Cabotaje;Despegue;SAWC;SABE;LATAM Argentina;AIRBUS A-320;C
10/03/2015;18:40;Regular;Cabotaje;Despegue;SABE;SARI;LATAM Argentina;AIRBUS A-320;C
10/02/2018;13:38;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SASA;AR-0424;N/A;CESSNA C-172;A
18/09/2017;17:37;Regular;Internacional;Aterrizaje;SUMU;SAEZ;Air France;BOEING B-777;C
22/01/2015;12:19;No Regular;Cabotaje;Despegue;SANU;SACO;N/A;FAIRCHILD SW4;B
16/11/2016;14:02;Vuelo Privado con Matrícula Extranjera;Internacional;Aterrizaje;SBPA;SAAR;N/A;EMBRAER E-505;B
11/05/2015;04:37;Regular;Internacional;Despegue;SAEZ;MUCC;Cubana de Aviación;BOEING B-767;C
02/02/2017;23:31;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SABE;SASJ;N/A;LEARJET LJ-31;C
30/03/2017;22:30;Regular;Cabotaje;Despegue;SAME;SABE;LATAM Argentina;AIRBUS A-320;C
17/12/2014;11:15;Regular;Cabotaje;Despegue;SASA;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
08/08/2017;13:29;Regular;Cabotaje;Aterrizaje;SABE;SARE;Aerolíneas Argentinas;BOEING B-737;D
11/12/2017;23:56;No Regular;Cabotaje;Despegue;SAVT;SABE;N/A;LEARJET LJ-60;C
15/01/2016;16:44;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SARE;SARP;N/A;BEECHCRAFT BE33;A
16/08/2015;17:55;Regular;Internacional;Aterrizaje;SPJC;SAEZ;LATAM Argentina;AIRBUS A-320;C
06/06/2014;21:45;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SAZN;SADF;N/A;BEECHCRAFT BE10;B
05/07/2015;02:47;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SAAR;SABE;N/A;LEARJET LJ-60;C
14/07/2016;16:57;Regular;Cabotaje;Despegue;SAZN;SABE;Aerolíneas Argentinas;BOEING B-737;C
13/04/2015;18:10;Regular;Cabotaje;Aterrizaje;SABE;SASA;Aerolíneas Argentinas;BOEING B-737;C
20/12/2016;23:05;Regular;Cabotaje;Despegue;SABE;SAOV;Avianca;BRITISH AEROSPACE JS32;C
18/11/2016;06:42;Regular;Internacional;Despegue;SAEZ;SPJC;LATAM Perú;BOEING B-767;C
27/07/2014;18:47;Regular;Cabotaje;Aterrizaje;SAWH;SABE;Aerolíneas Argentinas;BOEING B-737;D
12/05/2017;22:07;Regular;Cabotaje;Aterrizaje;SARI;SABE;Aerolíneas Argentinas;BOEING B-737;D
22/11/2016;13:31;Regular;Cabotaje;Aterrizaje;SACO;SAEZ;Austral Líneas Aéreas;EMBRAER E-190;C
05/05/2015;12:49;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADF;SADF;N/A;ROBINSON Helicóptero;
04/12/2015;13:49;Regular;Cabotaje;Despegue;SAAR;SACO;SOL Líneas Aéreas;BOMBARDIER CL-600;C
24/12/2015;17:17;Regular;Internacional;Despegue;SAEZ;EGLL;British Airways;BOEING B-777;C
20/09/2016;15:23;Regular;Internacional;Aterrizaje;SBSV;SAEZ;Aerolíneas Argentinas;BOEING B-737;D
14/03/2017;10:58;Regular;Cabotaje;Despegue;SARE;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
29/02/2016;18:18;Regular;Cabotaje;Aterrizaje;SABE;SARP;Austral Líneas Aéreas;EMBRAER E-190;C
18/07/2017;21:01;Regular;Cabotaje;Aterrizaje;SAZN;SABE;Aerolíneas Argentinas;BOEING B-737;D
14/05/2016;11:38;Regular;Internacional;Aterrizaje;SCEL;SAEZ;Sky Airline;AIRBUS A-320;C
30/06/2017;02:52;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SARC;SADF;N/A;LEARJET LJ-45;C
18/09/2017;11:29;No Regular;Cabotaje;Despegue;SAWC;SAWP;N/A;AERO BOERO AB18;A
14/12/2014;17:25;Regular;Cabotaje;Despegue;SABE;SAOU;Austral Líneas Aéreas;EMBRAER E-190;C
18/05/2015;19:00;Regular;Internacional;Aterrizaje;SBCT;SAEZ;Gol Transportes Aéreos;BOEING B-737;D
15/01/2018;22:27;Regular;Cabotaje;Despegue;SABE;SAME;LATAM Argentina;AIRBUS A-320;C
27/09/2015;15:00;Regular;Internacional;Despegue;SACO;SCEL;LATAM;AIRBUS A-320;C
10/03/2014;22:19;Regular;Internacional;Despegue;SAEZ;SBGR;TAM Linhas Aéreas;AIRBUS A-320;C
17/06/2017;09:56;Regular;Cabotaje;Despegue;SABE;SANH;Aerolíneas Argentinas;BOEING B-737;D
31/03/2017;11:24;Regular;Cabotaje;Aterrizaje;SASJ;SASA;Andes Líneas Aéreas;MCDONNELL DOUGLAS MD80;C
14/08/2014;20:25;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADF;SADF;N/A;CESSNA C-150;A
23/10/2017;09:52;Regular;Cabotaje;Aterrizaje;SABE;SAVT;Aerolíneas Argentinas;BOEING B-737;D
11/10/2015;03:32;No Regular;Cabotaje;Aterrizaje;SAZM;SADF;N/A;FAIRCHILD SW4;B
26/02/2018;12:38;Regular;Cabotaje;Aterrizaje;SABE;SAZN;Aerolíneas Argentinas;AIRBUS A-320;C
18/05/2014;19:55;No Regular;Cabotaje;Despegue;SABE;SAZO;N/A;LEARJET LJ-35;C
23/04/2014;16:26;Regular;Cabotaje;Despegue;SANE;SABE;Aerolíneas Argentinas;BOEING B-737;C
23/03/2016;17:52;Regular;Cabotaje;Aterrizaje;SASA;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
16/09/2017;04:51;Regular;Internacional;Despegue;SACO;MPTO;Copa Airlines;BOEING B-737;D
20/01/2014;18:00;Regular;Internacional;Aterrizaje;SBGR;SABE;Gol Transportes Aéreos;BOEING B-737;D
21/10/2015;21:45;Regular;Cabotaje;Aterrizaje;SABE;SAWG;Aerolíneas Argentinas;BOEING B-737;C
26/05/2014;16:35;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SADF;SADF;N/A;PIPER PA-28;A
31/12/2017;18:29;Regular;Internacional;Aterrizaje;SBCF;SAEZ;Azul Linhas Aéreas Brasileiras;AIRBUS A-320;C
03/08/2014;10:29;Regular;Internacional;Aterrizaje;LIRF;SAEZ;Alitalia;BOEING B-777;C
12/01/2017;18:02;Regular;Cabotaje;Despegue;SAZN;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
07/07/2016;12:37;Regular;Cabotaje;Despegue;SACO;SABE;LATAM Argentina;AIRBUS A-320;C
25/09/2016;23:34;Regular;Cabotaje;Aterrizaje;SACO;SABE;Aerolíneas Argentinas;BOEING B-737;D
18/02/2018;17:52;No Regular;Cabotaje;Despegue;SAZM;SAZV;N/A;TECNAM P-2002;A
30/06/2015;19:34;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADF;SAAR;N/A;BEECHCRAFT BE20;B
29/05/2015;18:47;Regular;Cabotaje;Despegue;SASJ;SACO;Austral Líneas Aéreas;EMBRAER E-190;C
21/05/2016;14:24;Regular;Cabotaje;Aterrizaje;SABE;SACO;Aerolíneas Argentinas;BOEING B-737;D
10/01/2017;23:24;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SADM;SADM;N/A;TECNAM P-2002;A
21/03/2017;18:30;Regular;Cabotaje;Despegue;SAVC;SABE;Aerolíneas Argentinas;BOEING B-737;D
05/01/2014;07:58;No Regular;Cabotaje;Despegue;SAAR;SAOU;N/A;FAIRCHILD SW4;B
10/01/2018;12:43;Regular;Cabotaje;Despegue;SAME;SACO;Austral Líneas Aéreas;EMBRAER E-190;C
01/08/2017;12:36;Regular;Cabotaje;Aterrizaje;SACO;SABE;LATAM Argentina;AIRBUS A-320;C
27/08/2014;20:58;Regular;Internacional;Despegue;SAEZ;SBGL;TAM Linhas Aéreas;AIRBUS A-320;C
28/11/2014;19:58;Regular;Internacional;Despegue;SAEZ;SBGL;TAM Linhas Aéreas;AIRBUS A-320;C
31/01/2017;17:35;Regular;Cabotaje;Aterrizaje;SABE;SASJ;Austral Líneas Aéreas;EMBRAER E-190;C
20/12/2016;15:24;Vuelo Privado con Matrícula Nacional;N/A;Despegue;SASA;N/A;N/A;GULFSTREAM AEROSPACE AC90;B
10/11/2014;21:07;Regular;Internacional;Despegue;SAEZ;EDDF;Lufthansa;BOEING B-747;D
23/11/2017;00:38;Regular;Cabotaje;Despegue;SANT;SABE;Aerolíneas Argentinas;BOEING B-737;D
13/04/2017;03:01;Vuelo Privado con Matrícula Nacional;Internacional;Aterrizaje;SULS;SADF;N/A;BEECHCRAFT BE90;B
19/06/2017;08:57;Regular;Cabotaje;Despegue;SAZN;SABE;Aerolíneas Argentinas;BOEING B-737;C
17/12/2015;00:05;Regular;Internacional;Despegue;SAEZ;SCEL;LATAM;AIRBUS A-320;C
13/02/2017;08:12;Regular;Cabotaje;Despegue;SABE;SAME;LATAM Argentina;AIRBUS A-320;C
12/09/2016;21:27;Regular;Internacional;Despegue;SAEZ;SBGR;TAM Linhas Aéreas;AIRBUS A-320;C
03/06/2014;03:19;Regular;Cabotaje;Despegue;SABE;SAVC;LATAM Argentina;AIRBUS A-320;C
13/06/2015;14:17;Regular;Internacional;Despegue;SABE;SCEL;Austral Líneas Aéreas;EMBRAER E-190;C
27/12/2015;20:49;Regular;Cabotaje;Despegue;SABE;SASJ;Austral Líneas Aéreas;EMBRAER E-190;C
09/10/2017;20:48;Regular;Internacional;Despegue;SAEZ;SBGL;Gol Transportes Aéreos;BOEING B-737;D
24/01/2017;11:50;No Regular;Cabotaje;Despegue;SANE;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
18/06/2014;20:58;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;AR-0175;SADM;N/A;CESSNA C-150;A
02/01/2015;17:55;Regular;Cabotaje;Aterrizaje;SAWH;SAVT;Aerolíneas Argentinas;BOEING B-737;D
08/12/2015;16:07;Regular;Cabotaje;Aterrizaje;SASA;SABE;LATAM Argentina;AIRBUS A-320;C
11/07/2017;04:24;No Regular;Internacional;Despegue;SAEZ;SCEL;LATAM;BOEING B-767;C
25/09/2014;23:55;Regular;Cabotaje;Despegue;SASJ;SABE;Aerolíneas Argentinas;BOEING B-737;D
12/09/2014;22:13;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SAZT;SADF;N/A;CESSNA C-182;B
26/12/2016;23:14;Vuelo Privado con Matrícula Extranjera;Internacional;Aterrizaje;SULS;SADF;N/A;CESSNA Citation;B
28/11/2016;16:08;Regular;Internacional;Aterrizaje;SBGR;SABE;Aerolíneas Argentinas;BOEING B-737;D
06/09/2014;18:30;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADF;SADF;N/A;CESSNA C-182;B
23/05/2017;22:27;Regular;Cabotaje;Aterrizaje;SABE;SASA;Aerolíneas Argentinas;BOEING B-737;D
05/11/2015;23:47;Regular;Cabotaje;Aterrizaje;SAAR;SAEZ;Austral Líneas Aéreas;EMBRAER E-190;C
22/03/2016;12:42;Regular;Cabotaje;Aterrizaje;SASA;SABE;Andes Líneas Aéreas;MCDONNELL DOUGLAS MD80;C
10/01/2018;07:46;Regular;Cabotaje;Despegue;SABE;SAWH;Aerolíneas Argentinas;BOEING B-737;D
19/03/2015;16:16;Regular;Cabotaje;Aterrizaje;SAWH;SABE;Aerolíneas Argentinas;BOEING B-737;D
27/11/2016;02:02;Regular;Cabotaje;Aterrizaje;SACO;SABE;LATAM Argentina;AIRBUS A-320;C
13/07/2014;15:22;Regular;Internacional;Despegue;SACO;SCEL;LATAM;AIRBUS A-320;C
30/03/2015;22:19;Regular;Cabotaje;Despegue;SAME;SAEZ;Austral Líneas Aéreas;EMBRAER E-190;C
05/03/2014;22:12;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SACO;SACO; ;PIPER PA-28;A
27/01/2016;01:30;Regular;Cabotaje;Despegue;SANU;SABE;Aerolíneas Argentinas;BOEING B-737;C
26/02/2016;16:47;Regular;Cabotaje;Despegue;SAEZ;SAWE;Aerolíneas Argentinas;BOEING B-737;C
01/06/2014;15:00;Regular;Internacional;Despegue;SABE;SBGR;Gol Transportes Aéreos;BOEING B-737;D
26/03/2016;10:36;Regular;Cabotaje;Aterrizaje;SABE;SANE;Austral Líneas Aéreas;EMBRAER E-190;C
26/04/2016;17:27;Regular;Cabotaje;Despegue;SANL;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
23/01/2015;20:12;Regular;Internacional;Aterrizaje;SPJC;SAEZ;Avianca Perú;AIRBUS A-320;C
24/02/2015;18:05;Regular;Cabotaje;Aterrizaje;SABE;SARI;Aerolíneas Argentinas;BOEING B-737;D
03/08/2015;00:13;Regular;Cabotaje;Aterrizaje;SABE;SARP;Aerolíneas Argentinas;CESSNA C-182;B
16/05/2016;22:22;Regular;Cabotaje;Despegue;SASA;SARI;Austral Líneas Aéreas;EMBRAER E-190;C
23/08/2015;12:09;Regular;Internacional;Despegue;SAEZ;KMIA;Aerolíneas Argentinas;AIRBUS A-340;C
11/06/2017;16:45;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SAZT;SAEL;N/A;CESSNA C-150;A
08/09/2016;13:59;Regular;Cabotaje;Despegue;SAEZ;SAWC;Aerolíneas Argentinas;BOEING B-737;D
11/01/2017;17:40;No Regular;Cabotaje;Aterrizaje;SADF;SAWH;N/A;LEARJET LJ-31;C
27/12/2016;22:56;Vuelo Privado con Matrícula Nacional;Internacional;Aterrizaje;SULS;SADF;N/A;CESSNA Citation;B
04/07/2014;13:12;Regular;Cabotaje;Aterrizaje;SACO;SABE;Aerolíneas Argentinas;BOEING B-737;D
26/01/2017;18:28;Regular;Cabotaje;Despegue;SAVY;SABE;Andes Líneas Aéreas;MCDONNELL DOUGLAS MD80;C
14/10/2017;13:30;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SADL;SABE;N/A;N/A N/A;
16/05/2014;15:30;No Regular;Cabotaje;Aterrizaje;SAZG;SADF;N/A;BEECHCRAFT BE20;B
13/02/2018;17:16;Vuelo Privado con Matrícula Extranjera;Internacional;Despegue;SADF;SULS;N/A;CESSNA Citation;B
02/11/2015;23:56;Regular;Internacional;Despegue;SABE;SCEL;LATAM;AIRBUS A-320;C
17/05/2015;05:11;Regular;Internacional;Despegue;SACO;MPTO;Copa Airlines;BOEING B-737;D
10/01/2015;20:28;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SA04;SADM;N/A;CESSNA C-150;A
21/05/2015;22:29;Regular;Cabotaje;Despegue;SAME;SAEZ;Austral Líneas Aéreas;EMBRAER E-190;C
24/09/2017;16:37;Regular;Internacional;Despegue;SAEZ;EGLL;British Airways;BOEING B-777;C
23/11/2016;20:49;Regular;Cabotaje;Aterrizaje;SAAR;SASA;Austral Líneas Aéreas;EMBRAER E-190;C
21/02/2017;05:20;Regular;Internacional;Despegue;SAAR;MPTO;Copa Airlines;BOEING B-737;D
15/05/2016;20:47;Regular;Cabotaje;Aterrizaje;SARI;SABE;LATAM Argentina;AIRBUS A-320;C
05/07/2016;00:04;Regular;Cabotaje;Despegue;SACO;SABE;LATAM Argentina;AIRBUS A-320;C
28/03/2014;17:44;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SADF;SADF;N/A;AERO ELI Helicóptero;
05/10/2015;11:34;Regular;Cabotaje;Despegue;SABE;SAWC;LATAM Argentina;AIRBUS A-320;C
01/06/2016;19:50;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SANU;SABE;N/A;CESSNA Citation;B
27/01/2016;19:31;Regular;Cabotaje;Aterrizaje;SAZM;SAZR;Austral Líneas Aéreas;EMBRAER E-190;C
25/08/2014;18:20;Regular;Cabotaje;Aterrizaje;SABE;SANU;Aerolíneas Argentinas;BOEING B-737;D
14/10/2017;12:04;Regular;Cabotaje;Despegue;SAOC;SABE;Austral Líneas Aéreas;EMBRAER E-190;C
19/10/2017;13:05;Regular;Internacional;Despegue;SAEZ;SCEL;Sky Airline;AIRBUS A-320;C
02/11/2017;20:06;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SAVV;SAVV;N/A;RAND KR2;
15/01/2018;15:28;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SADM;SAZT;N/A;CESSNA C-152;A
14/05/2016;18:57;Vuelo Privado con Matrícula Extranjera;Cabotaje;Aterrizaje;SARP;SARP;N/A;CESSNA C-337;B
22/07/2017;10:21;Regular;Internacional;Despegue;SACO;MDAB;Andes Líneas Aéreas;BOEING B-737;D
26/07/2014;23:00;No Regular;Cabotaje;Aterrizaje;SACO;SAAP;N/A;LEARJET LJ-60;C
18/05/2017;16:48;Regular;Cabotaje;Aterrizaje;SACO;SABE;Aerolíneas Argentinas;BOEING B-737;D
28/11/2015;14:53;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADF;SAZM;N/A;LEARJET LJ-25;C
06/08/2017;15:02;Regular;Internacional;Despegue;SABE;SBGR;Gol Transportes Aéreos;BOEING B-737;D
09/12/2015;14:31;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SABE;SACO;N/A;LEARJET LJ-60;C
29/05/2017;00:42;Regular;Internacional;Despegue;SABE;SGAS;Amaszonas;BOMBARDIER CL-600;C
10/12/2016;12:11;Regular;Cabotaje;Despegue;SABE;SARI;Aerolíneas Argentinas;BOEING B-737;C
04/06/2015;16:13;No Regular;Internacional;Aterrizaje;SBFL;SAEZ;N/A;CESSNA Citation;B
06/01/2018;20:21;Regular;Cabotaje;Despegue;SAWC;SABE;Aerolíneas Argentinas;BOEING B-737;D
27/09/2014;03:37;No Regular;Cabotaje;Aterrizaje;SAVC;SABE;N/A;FAIRCHILD SW4;B
23/01/2015;18:14;Regular;Cabotaje;Despegue;SABE;SAWG;Austral Líneas Aéreas;EMBRAER E-190;C
19/12/2015;20:38;Vuelo Privado con Matrícula Nacional;Cabotaje;Despegue;SADF;AR-0252;N/A;ROBINSON Helicóptero;
10/07/2016;21:40;Vuelo Privado con Matrícula Nacional;Cabotaje;Aterrizaje;SARI;SADF;N/A;BEECHCRAFT BE65;A
16/10/2014;15:18;No Regular;Cabotaje;Despegue;SADF;SAZY;N/A;CESSNA Citation;B
15/09/2017;16:35;No Regular;Cabotaje;Despegue;SABE;SAZS;Andes Líneas Aéreas;MCDONNELL DOUGLAS MD80;C
15/09/2014;03:20;Regular;Cabotaje;Despegue;SABE;SAZS;Austral Líneas Aéreas;EMBRAER E-190;C
28/12/2016;18:57;Regular;Cabotaje;Despegue;SAVY;SABE;Andes Líneas Aéreas;MCDONNELL DOUGLAS MD80;C
19/01/2017;14:12;Regular;Cabotaje;Despegue;SACO;SASJ;Austral Líneas Aéreas;EMBRAER E-190;C
14/06/2017;11:49;No Regular;Cabotaje;Despegue;SABE;SACO;N/A;BEECHCRAFT BE40;B
